id,event_cause,corridor_final,baseline_corridor,baseline_source,nn_distance_km,hour,signal_score,baseline_delay_min,raw_score,CIS,requires_road_closure
FKID000018,tree_fall,Non-corridor,Bannerghata Road,nearest_neighbor_fallback,0.7367930856127236,19,0.139724280436375,11.59,16.194044102575862,10.0,False
FKID000019,vehicle_breakdown,Bellary Road 1,Bellary Road 1,own_corridor,0.0,4,0.0600748128628451,0.0,0.0,0.0,False
FKID000020,vehicle_breakdown,Hosur Road,Hosur Road,own_corridor,0.0,19,0.0593726618820849,0.85,0.5046676259977216,0.37016455842462276,False
FKID000021,tree_fall,ORR West 1,ORR West 1,own_corridor,0.0,19,0.1297863345772925,4.92,6.3854876612027915,4.683639486012284,True
FKID000022,pot_holes,Non-corridor,Bannerghata Road,nearest_neighbor_fallback,0.1910280898551751,22,0.0633597723730477,1.87,1.184827743375992,0.86904967912088,False
FKID000023,pot_holes,Non-corridor,Old Airport Road,nearest_neighbor_fallback,0.4581064491574591,8,0.06550862190452,0.0,0.0,0.0,False
FKID000024,water_logging,Non-corridor,ORR East 1,nearest_neighbor_fallback,2.6500941938912748,19,0.0778816086853448,8.01,6.238316855696119,4.5756923671027385,False
FKID000025,tree_fall,Non-corridor,Bannerghata Road,nearest_neighbor_fallback,0.7532468313545958,6,0.1479404209822298,0.0,0.0,0.0,True
FKID000026,pot_holes,CBD 2,CBD 2,own_corridor,0.0,8,0.058748724690175,0.0,0.0,0.0,False
FKID000027,vehicle_breakdown,Bannerghata Road,Bannerghata Road,own_corridor,0.0,8,0.057216230396273,0.0,0.0,0.0,False
FKID000028,pot_holes,Old Airport Road,Old Airport Road,own_corridor,0.0,8,0.058874510853697,0.0,0.0,0.0,False
FKID000029,pot_holes,Non-corridor,Old Airport Road,nearest_neighbor_fallback,0.4609194415030061,8,0.06550862190452,0.0,0.0,0.0,False
FKID000030,pot_holes,Non-corridor,Old Airport Road,nearest_neighbor_fallback,0.4530901574884429,8,0.06550862190452,0.0,0.0,0.0,False
FKID000031,vehicle_breakdown,Bannerghata Road,Bannerghata Road,own_corridor,0.0,8,0.057216230396273,0.0,0.0,0.0,True
FKID000032,vehicle_breakdown,Bannerghata Road,Bannerghata Road,own_corridor,0.0,5,0.0589618593525207,0.0,0.0,0.0,False
FKID000033,tree_fall,Non-corridor,ORR West 1,nearest_neighbor_fallback,0.2802020654879882,20,0.1361495826187455,7.05,9.598545574621557,7.040359240646924,False
FKID000034,congestion,ORR North 2,ORR North 2,own_corridor,0.0,5,0.062552490351253,0.0,0.0,0.0,False
FKID000035,pot_holes,Non-corridor,Old Airport Road,nearest_neighbor_fallback,0.45381780227153723,8,0.06550862190452,0.0,0.0,0.0,False
FKID000036,vehicle_breakdown,Magadi Road,Magadi Road,own_corridor,0.0,20,0.0574874724756552,15.0,8.62312087134828,6.324902896781406,False
FKID000037,accident,Non-corridor,ORR East 1,nearest_neighbor_fallback,1.8537273377690244,3,0.0670439260113801,0.0,0.0,0.0,False
FKID000038,vehicle_breakdown,Bannerghata Road,Bannerghata Road,own_corridor,0.0,15,0.0665944159212475,7.63,5.081153934791184,3.7269343339412146,False
FKID000039,pot_holes,Non-corridor,Old Airport Road,nearest_neighbor_fallback,0.45726530336426663,8,0.06550862190452,0.0,0.0,0.0,False
FKID000040,construction,ORR East 1,ORR East 1,own_corridor,0.0,11,0.1690492531917024,4.86,8.215793705116736,6.026135801657429,False
FKID000041,others,Bellary Road 1,Bellary Road 1,own_corridor,0.0,20,0.0673054701418173,2.84,1.9114753520276113,1.4020325322513267,True
FKID000042,vehicle_breakdown,ORR East 1,ORR East 1,own_corridor,0.0,20,0.0589165739863894,6.38,3.7588774203316437,2.7570684719840335,False
FKID000043,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,18,0.0621303390624338,18.6,11.556243065612687,8.476294874221713,False
FKID000044,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,6,0.0658307889732503,0.0,0.0,0.0,False
FKID000045,construction,Airport New South Road,Airport New South Road,own_corridor,0.0,21,0.1612840928054856,0.0,0.0,0.0,True
FKID000046,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,19,0.0576146484273955,18.6,10.716324607495565,7.860229905625892,False
FKID000047,others,Tumkur Road,Tumkur Road,own_corridor,0.0,20,0.0629282478033944,6.99,4.398684521457269,3.2263553865089882,False
FKID000048,tree_fall,Bellary Road 1,Bellary Road 1,own_corridor,0.0,20,0.1287736462872978,2.84,3.657171554559257,2.6824690624847616,False
FKID000049,vehicle_breakdown,ORR East 1,ORR East 1,own_corridor,0.0,21,0.063076964176073,6.38,4.024310314433458,2.9517586898126904,False
FKID000050,congestion,IRR(Thanisandra road),IRR(Thanisandra road),own_corridor,0.0,20,0.0615755879296108,2.12,1.305402464107749,0.957489051804248,False
FKID000051,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,21,0.0709590280581369,20.41,14.482737626665742,10.0,False
FKID000052,construction,ORR East 2,ORR East 2,own_corridor,0.0,20,0.1358127696897488,5.1,6.92645125417719,5.080426478483383,False
FKID000053,vehicle_breakdown,Bellary Road 1,Bellary Road 1,own_corridor,0.0,21,0.0625775631378726,2.84,1.7772027931155818,1.3035460434856694,False
FKID000054,vehicle_breakdown,West of Chord Road,West of Chord Road,own_corridor,0.0,20,0.0613697063462575,0.54,0.33139641426979055,0.24307326452565867,False
FKID000055,road_conditions,Non-corridor,ORR East 2,nearest_neighbor_fallback,1.1037767196195547,21,0.0861426157247506,5.1,4.39327340196228,3.222386428416055,False
FKID000057,vehicle_breakdown,Non-corridor,Varthur Road,nearest_neighbor_fallback,2.8251843840045554,22,0.067034825248957,3.07,2.05796913514298,1.5094830675053903,False
FKID000058,tree_fall,Bellary Road 1,Bellary Road 1,own_corridor,0.0,20,0.1287736462872978,2.84,3.657171554559257,2.6824690624847616,False
FKID000059,tree_fall,Bellary Road 1,Bellary Road 1,own_corridor,0.0,20,0.1287736462872978,2.84,3.657171554559257,2.6824690624847616,False
FKID000060,tree_fall,Bellary Road 1,Bellary Road 1,own_corridor,0.0,20,0.1287736462872978,2.84,3.657171554559257,2.6824690624847616,False
FKID000061,vehicle_breakdown,ORR East 1,ORR East 1,own_corridor,0.0,23,0.0652846038041332,3.87,2.526514167219955,1.853152357878312,False
FKID000062,tree_fall,Non-corridor,Tumkur Road,nearest_neighbor_fallback,0.3227531684353983,20,0.1361495826187455,6.99,9.51685582505031,6.9804412896626955,True
FKID000063,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,23,0.0731666676861971,5.62,4.111966723964277,3.0160530777534973,False
FKID000064,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,21,0.0582003407994496,6.99,4.068203821881527,2.983953782117453,False
FKID000065,pot_holes,CBD 1,CBD 1,own_corridor,0.0,21,0.06169561759387,4.5,2.77630279172415,2.0363677874519674,False
FKID000066,tree_fall,ORR West 1,ORR West 1,own_corridor,0.0,20,0.1262116367596629,7.05,8.897920391556234,6.526463365123265,False
FKID000067,pot_holes,ORR North 1,ORR North 1,own_corridor,0.0,1,0.0576389174672327,2.42,1.3948618027070314,1.023105855545314,False
FKID000068,pot_holes,ORR North 1,ORR North 1,own_corridor,0.0,1,0.0576389174672327,2.42,1.3948618027070314,1.023105855545314,False
FKID000069,vehicle_breakdown,West of Chord Road,West of Chord Road,own_corridor,0.0,0,0.0672639569723445,0.0,0.0,0.0,False
FKID000070,vehicle_breakdown,West of Chord Road,West of Chord Road,own_corridor,0.0,0,0.0672639569723445,0.0,0.0,0.0,False
FKID000071,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,1,0.0667939855696361,0.0,0.0,0.0,False
FKID000072,pot_holes,Magadi Road,Magadi Road,own_corridor,0.0,23,0.0601804494174897,4.18,2.5155427856510695,1.845105048313476,False
FKID000073,others,Non-corridor,West of Chord Road,nearest_neighbor_fallback,1.2012899783868014,23,0.0810494362910088,0.0,0.0,0.0,False
FKID000074,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,22,0.0680403538377737,5.62,3.8238678856828816,2.804737800605997,False
FKID000075,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,23,0.0604079804275098,5.1,3.080807001802999,2.25971610752587,False
FKID000076,pot_holes,ORR West 1,ORR West 1,own_corridor,0.0,21,0.0563405007343284,7.05,3.9720053017701518,2.9133939108601474,False
FKID000077,vehicle_breakdown,ORR East 1,ORR East 1,own_corridor,0.0,23,0.0652846038041332,3.87,2.526514167219955,1.853152357878312,True
FKID000078,vehicle_breakdown,Non-corridor,Tumkur Road,nearest_neighbor_fallback,6.875114702506864,19,0.0693678070972661,18.6,12.902412120091496,9.463685481318612,False
FKID000080,others,Mysore Road,Mysore Road,own_corridor,0.0,21,0.0798473252517653,20.41,16.296839083885295,10.0,False
FKID000081,tree_fall,Non-corridor,Bellary Road 1,nearest_neighbor_fallback,0.6877245173813076,21,0.1403099728084291,2.84,3.9848032277593863,2.9227809576579094,False
FKID000082,construction,ORR East 2,ORR East 2,own_corridor,0.0,21,0.1399731598794324,5.1,7.138631153851051,5.2360565899138125,False
FKID000083,others,Mysore Road,Mysore Road,own_corridor,0.0,21,0.0798473252517653,20.41,16.296839083885295,10.0,True
FKID000084,others,Non-corridor,West of Chord Road,nearest_neighbor_fallback,1.1583908376805288,21,0.0788417966629486,0.54,0.42574570197992245,0.31227675732718885,False
FKID000085,pot_holes,IRR(Thanisandra road),IRR(Thanisandra road),own_corridor,0.0,21,0.0604702942446528,2.12,1.2819702379866393,0.9403019385673359,False
FKID000086,vehicle_breakdown,Non-corridor,ORR East 1,nearest_neighbor_fallback,0.19322332930850872,2,0.0699166615818761,0.0,0.0,0.0,False
FKID000087,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,5,0.0719348323254937,0.0,0.0,0.0,False
FKID000088,vehicle_breakdown,ORR North 1,ORR North 1,own_corridor,0.0,21,0.0654790128316428,2.35,1.538756801543606,1.1286502296242897,False
FKID000089,vehicle_breakdown,Non-corridor,ORR East 1,nearest_neighbor_fallback,1.3553207783668764,2,0.0699166615818761,0.0,0.0,0.0,False
FKID000090,water_logging,Mysore Road,Mysore Road,own_corridor,0.0,3,0.0777188065350096,0.0,0.0,0.0,False
FKID000091,vehicle_breakdown,Magadi Road,Magadi Road,own_corridor,0.0,1,0.057482820176838,0.0,0.0,0.0,False
FKID000092,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,1,0.0667939855696361,0.0,0.0,0.0,False
FKID000093,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,4,0.0684562777831094,0.0,0.0,0.0,False
FKID000094,vehicle_breakdown,ORR East 1,ORR East 1,own_corridor,0.0,3,0.061322941064867,0.0,0.0,0.0,False
FKID000095,tree_fall,Non-corridor,Bellary Road 1,nearest_neighbor_fallback,0.14896423693938382,21,0.1415938404929075,2.84,4.021265069998573,2.949525058203558,False
FKID000096,tree_fall,Non-corridor,Bellary Road 1,nearest_neighbor_fallback,0.6318112209328677,21,0.1403099728084291,2.84,3.9848032277593863,2.9227809576579094,True
FKID000097,others,CBD 2,CBD 2,own_corridor,0.0,21,0.0720818994486037,2.93,2.1119996538440886,1.54911347386821,False
FKID000098,tree_fall,ORR West 1,ORR West 1,own_corridor,0.0,21,0.1303720269493466,7.05,9.191227899928936,6.741599107394749,True
FKID000099,tree_fall,Non-corridor,Bellary Road 1,nearest_neighbor_fallback,0.7420548722209673,21,0.1403099728084291,2.84,3.9848032277593863,2.9227809576579094,True
FKID000100,tree_fall,Mysore Road,Mysore Road,own_corridor,0.0,21,0.1413155013972458,20.41,28.84249383517787,10.0,True
FKID000101,vehicle_breakdown,Bellary Road 1,Bellary Road 1,own_corridor,0.0,3,0.0608235400266666,0.0,0.0,0.0,False
FKID000102,vehicle_breakdown,ORR West 1,ORR West 1,own_corridor,0.0,3,0.0582615304990317,0.0,0.0,0.0,False
FKID000103,pot_holes,Bannerghata Road,Bannerghata Road,own_corridor,0.0,22,0.0513923279888914,1.87,0.9610365333922692,0.7049028819904639,False
FKID000104,pot_holes,Bannerghata Road,Bannerghata Road,own_corridor,0.0,22,0.0513923279888914,1.87,0.9610365333922692,0.7049028819904639,False
FKID000105,water_logging,West of Chord Road,West of Chord Road,own_corridor,0.0,22,0.0711252239036566,0.0,0.0,0.0,False
FKID000106,pot_holes,Bannerghata Road,Bannerghata Road,own_corridor,0.0,22,0.0513923279888914,1.87,0.9610365333922692,0.7049028819904639,False
FKID000107,vehicle_breakdown,ORR West 1,ORR West 1,own_corridor,0.0,5,0.0609913578775945,0.0,0.0,0.0,False
FKID000108,others,Mysore Road,Mysore Road,own_corridor,0.0,7,0.0854401444501779,0.0,0.0,0.0,False
FKID000109,tree_fall,Mysore Road,Mysore Road,own_corridor,0.0,22,0.1383968271768826,5.62,7.777901687340801,5.704949941801169,False
FKID000110,tree_fall,Mysore Road,Mysore Road,own_corridor,0.0,22,0.1383968271768826,5.62,7.777901687340801,5.704949941801169,False
FKID000111,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,22,0.0680403538377737,5.62,3.8238678856828816,2.804737800605997,False
FKID000112,pot_holes,ORR East 1,ORR East 1,own_corridor,0.0,2,0.0593650734127196,0.0,0.0,0.0,False
FKID000113,construction,Bellary Road 1,Bellary Road 1,own_corridor,0.0,22,0.0959933814012342,0.0,0.0,0.0,False
FKID000114,vehicle_breakdown,Hosur Road,Hosur Road,own_corridor,0.0,20,0.0557979640644553,0.0,0.0,0.0,True
FKID000115,water_logging,Old Madras Road,Old Madras Road,own_corridor,0.0,22,0.0665701934418904,2.73,1.817366280963608,1.3330052340066882,False
FKID000116,pot_holes,Non-corridor,CBD 2,nearest_neighbor_fallback,0.49858049225178575,22,0.0633597723730477,0.67,0.4245104748994196,0.3113707406475881,False
FKID000117,vehicle_breakdown,ORR North 1,ORR North 1,own_corridor,0.0,22,0.0625603386112796,0.65,0.4066422009733174,0.2982646855195429,False
FKID000118,congestion,ORR North 2,ORR North 2,own_corridor,0.0,5,0.062552490351253,0.0,0.0,0.0,False
FKID000119,vehicle_breakdown,Hosur Road,Hosur Road,own_corridor,0.0,6,0.0675888024279397,0.12,0.08110656291352764,0.05949019413890516,False
FKID000120,vehicle_breakdown,Magadi Road,Magadi Road,own_corridor,0.0,5,0.0626236669326957,0.0,0.0,0.0,False
FKID000121,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,19,0.0576146484273955,18.6,10.716324607495565,7.860229905625892,False
FKID000122,tree_fall,Non-corridor,Mysore Road,nearest_neighbor_fallback,1.1264116107548334,23,0.1425176124364893,5.62,8.0094898189307,5.874815639639185,True
FKID000123,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,8,0.070189203369246,3.86,2.709303250052896,1.9872248377563912,False
FKID000124,vehicle_breakdown,Hosur Road,Hosur Road,own_corridor,0.0,8,0.0591885295652481,0.0,0.0,0.0,False
FKID000125,construction,Non-corridor,Tumkur Road,nearest_neighbor_fallback,0.7097007472226028,11,0.13679177762573,15.58,21.312158954088734,10.0,False
FKID000126,accident,Non-corridor,ORR East 1,nearest_neighbor_fallback,0.8182437302143645,16,0.1205668867186358,7.16,8.632589089054324,6.331847662892164,False
FKID000127,accident,Tumkur Road,Tumkur Road,own_corridor,0.0,19,0.0551752303961831,18.6,10.262592853690059,7.527425886428903,False
FKID000128,vehicle_breakdown,Bannerghata Road,Bannerghata Road,own_corridor,0.0,19,0.0574003627131098,11.59,6.652702038449425,4.879636389444835,False
FKID000129,others,Mysore Road,Mysore Road,own_corridor,0.0,9,0.0800699418530481,3.86,3.0906997555276567,2.2669722631131277,False
FKID000130,pot_holes,Non-corridor,Varthur Road,nearest_neighbor_fallback,1.4831099137500388,20,0.0621180564037272,32.68,20.30018083273805,10.0,False
FKID000131,vehicle_breakdown,Bellary Road 2,Bellary Road 2,own_corridor,0.0,20,0.0524450502382699,0.28,0.14684614066715573,0.1077089831331149,False
FKID000132,vehicle_breakdown,Magadi Road,Magadi Road,own_corridor,0.0,20,0.0574874724756552,15.0,8.62312087134828,6.324902896781406,False
FKID000133,accident,Tumkur Road,Tumkur Road,own_corridor,0.0,19,0.0551752303961831,18.6,10.262592853690059,7.527425886428903,False
FKID000134,vehicle_breakdown,Hosur Road,Hosur Road,own_corridor,0.0,19,0.0593726618820849,0.85,0.5046676259977216,0.37016455842462276,True
FKID000135,others,ORR North 2,ORR North 2,own_corridor,0.0,7,0.0744671714772049,3.19,2.375502770122836,1.7423882346337738,False
FKID000136,vehicle_breakdown,Bellary Road 1,Bellary Road 1,own_corridor,0.0,20,0.0584171729481889,2.84,1.6590477117285647,1.2168814324146036,False
FKID000137,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,20,0.054039950609766,6.99,3.777392547622643,2.7706489823333924,False
FKID000138,pot_holes,ORR East 2,ORR East 2,own_corridor,0.0,0,0.0638473317814604,0.69,0.44054658929207674,0.32313293995900466,True
FKID000139,construction,ORR East 2,ORR East 2,own_corridor,0.0,21,0.1399731598794324,5.1,7.138631153851051,5.2360565899138125,False
FKID000140,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,21,0.0709590280581369,20.41,14.482737626665742,10.0,False
FKID000141,others,Non-corridor,CBD 2,nearest_neighbor_fallback,0.28036188304866894,23,0.0810494362910088,0.67,0.543031223149759,0.39830356173653353,False
FKID000142,water_logging,ORR East 1,ORR East 1,own_corridor,0.0,23,0.0737984053922119,3.87,2.8559982886786006,2.094822990280271,False
FKID000143,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,23,0.0731666676861971,5.62,4.111966723964277,3.0160530777534973,True
FKID000144,tree_fall,Mysore Road,Mysore Road,own_corridor,0.0,23,0.143523141025306,5.62,8.066000525622197,5.916265218948668,True
FKID000145,road_conditions,ORR West 1,ORR West 1,own_corridor,0.0,21,0.0762046698656681,7.05,5.372429225529601,3.9405794814044217,False
FKID000146,vehicle_breakdown,Non-corridor,ORR West 1,nearest_neighbor_fallback,0.1589996244220407,21,0.0699534994693202,7.05,4.931721712587073,3.617328506863961,False
FKID000147,road_conditions,ORR West 1,ORR West 1,own_corridor,0.0,21,0.0762046698656681,7.05,5.372429225529601,3.9405794814044217,False
FKID000148,road_conditions,ORR West 1,ORR West 1,own_corridor,0.0,21,0.0762046698656681,7.05,5.372429225529601,3.9405794814044217,False
FKID000149,vehicle_breakdown,Bannerghata Road,Bannerghata Road,own_corridor,0.0,19,0.0574003627131098,11.59,6.652702038449425,4.879636389444835,False
FKID000150,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,21,0.0709590280581369,20.41,14.482737626665742,10.0,False
FKID000151,tree_fall,Non-corridor,Bannerghata Road,nearest_neighbor_fallback,0.4179998704133952,23,0.1425176124364893,1.87,2.66507935256235,1.9547874103425755,True
FKID000152,vehicle_breakdown,ORR East 1,ORR East 1,own_corridor,0.0,22,0.0601582899557098,3.87,2.3281258212859695,1.7076381011948916,False
FKID000153,road_conditions,ORR West 1,ORR West 1,own_corridor,0.0,22,0.0732859956453048,0.69,0.505673369952603,0.3709022533901179,False
FKID000154,road_conditions,ORR West 1,ORR West 1,own_corridor,0.0,22,0.0732859956453048,0.69,0.505673369952603,0.3709022533901179,False
FKID000155,vehicle_breakdown,Non-corridor,Old Madras Road,nearest_neighbor_fallback,1.0728035720492795,20,0.0657931092796365,12.16,8.000442088403798,5.868179293254543,False
FKID000156,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,20,0.054039950609766,6.99,3.777392547622643,2.7706489823333924,False
FKID000157,vehicle_breakdown,Hosur Road,Hosur Road,own_corridor,0.0,0,0.0616922146905423,0.53,0.32696873785987424,0.23982564411433632,False
FKID000158,construction,Old Madras Road,Old Madras Road,own_corridor,0.0,22,0.1322410275122778,2.73,3.6101800510851834,2.6480016462347082,False
FKID000159,water_logging,ORR East 1,ORR East 1,own_corridor,0.0,6,0.0792212139379524,0.36,0.28519637017662863,0.20918636938921378,False
FKID000160,vehicle_breakdown,Non-corridor,Magadi Road,nearest_neighbor_fallback,0.5576189805467626,22,0.067034825248957,4.18,2.8020556954064024,2.0552570756262316,False
FKID000161,others,Magadi Road,Magadi Road,own_corridor,0.0,0,0.0722700202953706,0.0,0.0,0.0,False
FKID000162,others,Mysore Road,Mysore Road,own_corridor,0.0,23,0.0820549648798255,5.62,4.611489026246193,3.3824436344726463,False
FKID000163,tree_fall,Non-corridor,Bellary Road 1,nearest_neighbor_fallback,1.629216301413894,0,0.1420438332448325,0.0,0.0,0.0,True
FKID000164,pot_holes,Non-corridor,Bellary Road 1,nearest_neighbor_fallback,0.5731094069994971,23,0.068486086221471,0.0,0.0,0.0,False
FKID000165,vehicle_breakdown,Non-corridor,Tumkur Road,nearest_neighbor_fallback,0.8453554905481415,21,0.0699534994693202,6.99,4.889749612905482,3.5865427323374597,False
FKID000166,construction,Bellary Road 2,Bellary Road 2,own_corridor,0.0,0,0.1325239365228229,0.0,0.0,0.0,False
FKID000167,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,22,0.0552816665790864,5.1,2.819364995533406,2.0679531336019825,False
FKID000168,pot_holes,Bellary Road 2,Bellary Road 2,own_corridor,0.0,21,0.0529303875520442,0.28,0.14820508514572378,0.10870574428227367,False
FKID000169,pot_holes,Magadi Road,Magadi Road,own_corridor,0.0,0,0.0597066702258329,0.0,0.0,0.0,False
FKID000170,vehicle_breakdown,ORR East 1,ORR East 1,own_corridor,0.0,22,0.0601582899557098,3.87,2.3281258212859695,1.7076381011948916,False
FKID000171,vehicle_breakdown,Non-corridor,Tumkur Road,nearest_neighbor_fallback,0.5802903829764233,0,0.0716873599057235,0.89,0.6380175031609392,0.46797427684773985,False
FKID000172,vehicle_breakdown,Magadi Road,Magadi Road,own_corridor,0.0,1,0.057482820176838,0.0,0.0,0.0,False
FKID000173,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,1,0.0667939855696361,0.0,0.0,0.0,False
FKID000174,tree_fall,ORR West 1,ORR West 1,own_corridor,0.0,5,0.1313478312167034,0.0,0.0,0.0,False
FKID000175,vehicle_breakdown,ORR East 1,ORR East 1,own_corridor,0.0,23,0.0652846038041332,3.87,2.526514167219955,1.853152357878312,False
FKID000176,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,1,0.0540352983109488,0.89,0.4809141549674443,0.3527418178682187,False
FKID000177,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,2,0.0709221901706928,0.0,0.0,0.0,False
FKID000178,vehicle_breakdown,Hosur Road,Hosur Road,own_corridor,0.0,0,0.0616922146905423,0.53,0.32696873785987424,0.23982564411433632,False
FKID000179,vehicle_breakdown,Hosur Road,Hosur Road,own_corridor,0.0,0,0.0616922146905423,0.53,0.32696873785987424,0.23982564411433632,False
FKID000180,vehicle_breakdown,Non-corridor,Magadi Road,nearest_neighbor_fallback,0.5632818756701294,0,0.0716873599057235,0.0,0.0,0.0,False
FKID000181,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,1,0.0540352983109488,0.89,0.4809141549674443,0.3527418178682187,False
FKID000182,vehicle_breakdown,Hosur Road,Hosur Road,own_corridor,0.0,0,0.0616922146905423,0.53,0.32696873785987424,0.23982564411433632,False
FKID000183,vehicle_breakdown,ORR North 1,ORR North 1,own_corridor,0.0,2,0.0654421749441987,0.62,0.4057414846540319,0.29760402642151773,False
FKID000184,vehicle_breakdown,Bellary Road 1,Bellary Road 1,own_corridor,0.0,3,0.0608235400266666,0.0,0.0,0.0,False
FKID000185,vehicle_breakdown,Tumkur Road,Tumkur Road,own_corridor,0.0,4,0.0556975905244221,0.0,0.0,0.0,False
FKID000186,vehicle_breakdown,Mysore Road,Mysore Road,own_corridor,0.0,4,0.0684562777831094,0.0,0.0,0.0,True
FKID000187,vehicle_breakdown,Non-corridor,Bellary Road 1,nearest_neighbor_fallback,1.5802709063044686,4,0.0674507491942927,0.0,0.0,0.0,False
FKID000188,vehicle_breakdown,Bellary Road 1,Bellary Road 1,own_corridor,0.0,2,0.0625407252504285,0.0,0.0,0.0,False
FKID000189,vehicle_breakdown,Old Airport Road,Old Airport Road,own_corridor,0.0,4,0.0608166381434698,0.0,0.0,0.0,False
FKID000190,vehicle_breakdown,Bellary Road 2,Bellary Road 2,own_corridor,0.0,3,0.0548514173167475,0.0,0.0,0.0,False
FKID000191,vehicle_breakdown,Bellary Road 2,Bellary Road 2,own_corridor,0.0,4,0.054102690152926,0.0,0.0,0.0,False
FKID000192,construction,Non-corridor,Tumkur Road,nearest_neighbor_fallback,3.443057923894028,4,0.1429192525372371,0.0,0.0,0.0,False
FKID000193,road_conditions,CBD 2,CBD 2,own_corridor,0.0,4,0.0768799682353781,0.0,0.0,0.0,False
FKID000194,vehicle_breakdown,West of Chord Road,West of Chord Road,own_corridor,0.0,1,0.0613650540474403,0.0,0.0,0.0,False
FKID000195,road_conditions,CBD 2,CBD 2,own_corridor,0.0,4,0.0768799682353781,0.0,0.0,0.0,False
FKID000196,vehicle_breakdown,Non-corridor,Tumkur Road,nearest_neighbor_fallback,0.4248935955640407,5,0.070929303736677,0.0,0.0,0.0,False
